"Query Name","Hit Contig ID","Hit length","Nb. HSPs","Score ","E Value ","Align. length","Identity","Query Start Position","Query End Position","Query frame","Query Coverage","Hit Start Position","Hit End Position","Hit frame","Hit coverage"
"EarlyHisEnd Positionne","Utg196340_LN:i:1390183_RC:i:128_XO:i:0_pilon",1401853,2,64,5E-024,70,97.1%,4222,4291,1,1%,531996,532065,1,0%
"EarlyHisEnd Positionne","Utg196340_LN:i:1390183_RC:i:128_XO:i:0_pilon",1401853,2,47,1E-014,56,94.6%,4232,4287,1,0.8%,834690,834635,-1,0%
"EarlyHisEnd Positionne","Utg199338_LN:i:188746_RC:i:29_XO:i:0_pilon",196569,1,62,7E-023,62,100%,2866,2927,1,0.9%,113621,113682,1,0%
"EarlyHisEnd Positionne","Utg196482_LN:i:2010676_RC:i:168_XO:i:0_pilon",2019337,1,62,7E-023,62,100%,1631,1692,1,0.9%,1665887,1665826,-1,0%
"EarlyHisEnd Positionne","Utg199084_LN:i:577723_RC:i:38_XO:i:0_pilon",582469,1,60,9E-022,75,93.3%,3986,4060,1,1.1%,523240,523314,1,0%
"EarlyHisEnd Positionne","Utg198170_LN:i:654624_RC:i:52_XO:i:0_pilon",660473,1,59,3E-021,96,87.5%,18,112,1,1.4%,275147,275242,1,0%
"EarlyHisEnd Positionne","Utg196360_LN:i:156835_RC:i:16_XO:i:0_pilon",152884,1,59,3E-021,66,97%,82,147,1,1%,132154,132090,-1,0%
"EarlyHisEnd Positionne","Utg199128_LN:i:389465_RC:i:25_XO:i:0_pilon",398287,1,58,1E-020,65,96.9%,3189,3252,1,1%,377818,377882,1,0%
"EarlyHisEnd Positionne","Utg196690_LN:i:917382_RC:i:82_XO:i:0_pilon",922612,1,58,1E-020,67,95.5%,4224,4290,1,1%,285610,285676,1,0%
"EarlyHisEnd Positionne","Utg199472_LN:i:220441_RC:i:17_XO:i:0_pilon",226304,1,57,4E-020,63,96.8%,4232,4294,1,0.9%,49400,49462,1,0%
"EarlyHisEnd Positionne","Utg196578_LN:i:932808_RC:i:89_XO:i:0_pilon",948747,1,56,1E-019,68,94.1%,3011,3078,1,1%,796418,796351,-1,0%
"EarlyHisEnd Positionne","Utg201288_LN:i:56935_RC:i:6_XO:i:0_pilon",57131,1,55,5E-019,70,92.9%,1675,1744,1,1%,24386,24317,-1,0.1%
"EarlyHisEnd Positionne","Utg198310_LN:i:419402_RC:i:18_XO:i:0_pilon",436505,1,55,5E-019,71,93%,4335,4404,1,1%,429533,429464,-1,0%
"EarlyHisEnd Positionne","Utg197448_LN:i:304613_RC:i:49_XO:i:0_pilon",303880,1,55,5E-019,58,98.3%,5289,5346,1,0.9%,198959,199016,1,0%
"EarlyHisEnd Positionne","Utg196832_LN:i:1091640_RC:i:109_XO:i:0_pilon",1090082,2,55,5E-019,58,98.3%,4232,4289,1,0.9%,359668,359611,-1,0%
"EarlyHisEnd Positionne","Utg196832_LN:i:1091640_RC:i:109_XO:i:0_pilon",1090082,2,42,9E-012,48,95.8%,4012,4059,1,0.7%,359562,359609,1,0%
"EarlyHisEnd Positionne","Utg196182_LN:i:724168_RC:i:67_XO:i:0_pilon",730218,1,55,5E-019,67,94%,1671,1737,1,1%,29910,29844,-1,0%
"EarlyHisEnd Positionne","Utg199318_LN:i:192760_RC:i:17_XO:i:0_pilon",193171,1,54,2E-018,68,94.1%,82,147,1,1%,36425,36359,-1,0%
"EarlyHisEnd Positionne","Utg197958_LN:i:587222_RC:i:53_XO:i:0_pilon",588036,1,54,2E-018,63,95.2%,4220,4282,1,0.9%,275957,275895,-1,0%
"EarlyHisEnd Positionne","Utg197388_LN:i:471674_RC:i:59_XO:i:0_pilon",465677,1,54,2E-018,69,92.8%,5278,5346,1,1%,256024,256092,1,0%
"EarlyHisEnd Positionne","Utg196644_LN:i:1066830_RC:i:98_XO:i:0_pilon",1070135,1,54,2E-018,60,96.7%,4231,4290,1,0.9%,188484,188425,-1,0%
"EarlyHisEnd Positionne","Utg198920_LN:i:1029277_RC:i:107_XO:i:0_pilon",1029267,1,53,7E-018,56,98.2%,5295,5350,1,0.8%,94672,94727,1,0%
"EarlyHisEnd Positionne","Utg198682_LN:i:103275_RC:i:7_XO:i:0_pilon",102234,1,53,7E-018,66,93.9%,82,147,1,1%,96406,96470,1,0.1%
"EarlyHisEnd Positionne","Utg196794_LN:i:1132755_RC:i:73_XO:i:0_pilon",1143715,1,53,7E-018,53,100%,5298,5350,1,0.8%,270091,270143,1,0%
"EarlyHisEnd Positionne","Utg196684_LN:i:977963_RC:i:73_XO:i:0_pilon",991284,1,53,7E-018,66,93.9%,82,147,1,1%,89933,89997,1,0%
"EarlyHisEnd Positionne","Utg196576_LN:i:431094_RC:i:33_XO:i:0_pilon",434790,1,53,7E-018,59,96.6%,1622,1680,1,0.9%,214470,214412,-1,0%
"EarlyHisEnd Positionne","Utg198576_LN:i:2159983_RC:i:171_XO:i:0_pilon",2178202,2,52,2E-017,58,96.6%,4232,4289,1,0.9%,729379,729436,1,0%
"EarlyHisEnd Positionne","Utg198576_LN:i:2159983_RC:i:171_XO:i:0_pilon",2178202,2,51,9E-017,68,92.6%,82,147,1,1%,1095737,1095803,1,0%
"EarlyHisEnd Positionne","Utg197370_LN:i:515938_RC:i:40_XO:i:0_pilon",526775,1,52,2E-017,58,96.6%,4232,4289,1,0.9%,6590,6647,1,0%
"EarlyHisEnd Positionne","Utg197246_LN:i:537587_RC:i:67_XO:i:0_pilon",548628,1,52,2E-017,61,95.1%,4232,4292,1,0.9%,188413,188473,1,0%
"EarlyHisEnd Positionne","Utg196204_LN:i:956925_RC:i:66_XO:i:0_pilon",970745,2,52,2E-017,58,96.6%,3027,3084,1,0.9%,346541,346484,-1,0%
"EarlyHisEnd Positionne","Utg196204_LN:i:956925_RC:i:66_XO:i:0_pilon",970745,2,41,3E-011,44,97.7%,5045,5088,1,0.7%,393153,393110,-1,0%
"EarlyHisEnd Positionne","Utg197700_LN:i:484153_RC:i:36_XO:i:0_pilon",497439,1,51,9E-017,60,95%,2926,2985,1,0.9%,417198,417139,-1,0%
"EarlyHisEnd Positionne","Utg197124_LN:i:2006073_RC:i:193_XO:i:0_pilon",2025491,2,51,9E-017,68,92.6%,82,147,1,1%,1785438,1785504,1,0%
"EarlyHisEnd Positionne","Utg197124_LN:i:2006073_RC:i:193_XO:i:0_pilon",2025491,2,41,3E-011,44,97.7%,1650,1693,1,0.7%,1730618,1730661,1,0%
"EarlyHisEnd Positionne","Utg196344_LN:i:393106_RC:i:34_XO:i:0_pilon",389732,1,51,9E-017,61,95.1%,82,140,1,0.9%,370092,370032,-1,0%
"EarlyHisEnd Positionne","Utg196126_LN:i:1565235_RC:i:136_XO:i:0_pilon",1593086,1,51,9E-017,68,92.6%,82,147,1,1%,1338959,1338893,-1,0%
"EarlyHisEnd Positionne","Utg198702_LN:i:1520904_RC:i:115_XO:i:0_pilon",1542217,1,50,3E-016,74,89.2%,4068,4141,1,1.1%,565645,565718,1,0%
"EarlyHisEnd Positionne","Utg198784_LN:i:531843_RC:i:30_XO:i:0_pilon",544100,1,49,1E-015,52,98.1%,5299,5350,1,0.8%,147138,147189,1,0%
"EarlyHisEnd Positionne","Utg196680_LN:i:935755_RC:i:83_XO:i:0_pilon",938041,1,49,1E-015,59,94.9%,5293,5350,1,0.9%,537567,537509,-1,0%
"EarlyHisEnd Positionne","Utg196236_LN:i:3075676_RC:i:297_XO:i:0_pilon",3160191,1,49,1E-015,58,94.8%,1454,1511,1,0.9%,361670,361727,1,0%
"EarlyHisEnd Positionne","Utg196434_LN:i:1254912_RC:i:78_XO:i:0_pilon",1255594,1,48,4E-015,51,98%,4294,4344,1,0.8%,791233,791183,-1,0%
"EarlyHisEnd Positionne","Utg196116_LN:i:887652_RC:i:69_XO:i:0_pilon",890087,1,48,4E-015,69,89.9%,3992,4060,1,1%,562311,562379,1,0%
"EarlyHisEnd Positionne","Utg197040_LN:i:227254_RC:i:22_XO:i:0_pilon",247234,1,47,1E-014,47,100%,4156,4202,1,0.7%,197914,197868,-1,0%
"EarlyHisEnd Positionne","Utg198276_LN:i:128890_RC:i:15_XO:i:0_pilon",131458,1,46,5E-014,59,93.2%,269,326,1,0.9%,103428,103371,-1,0%
"EarlyHisEnd Positionne","Utg198228_LN:i:711596_RC:i:56_XO:i:0_pilon",717348,1,46,5E-014,46,100%,1648,1693,1,0.7%,514457,514412,-1,0%
"EarlyHisEnd Positionne","Utg197128_LN:i:443262_RC:i:42_XO:i:0_pilon",449016,2,46,5E-014,59,93.2%,3058,3115,1,0.9%,284947,284889,-1,0%
"EarlyHisEnd Positionne","Utg197128_LN:i:443262_RC:i:42_XO:i:0_pilon",449016,2,41,3E-011,50,94%,3152,3201,1,0.7%,411436,411387,-1,0%
"EarlyHisEnd Positionne","Utg196268_LN:i:464340_RC:i:48_XO:i:0_pilon",472379,1,46,5E-014,49,98%,5299,5347,1,0.7%,41494,41446,-1,0%
"EarlyHisEnd Positionne","Utg196220_LN:i:342208_RC:i:27_XO:i:0_pilon",348691,1,46,5E-014,52,96.2%,5296,5347,1,0.8%,4348,4399,1,0%
"EarlyHisEnd Positionne","Utg203004_LN:i:29239_RC:i:6_XO:i:0_pilon",28217,1,45,2E-013,45,100%,4243,4287,1,0.7%,20027,20071,1,0.2%
"EarlyHisEnd Positionne","Utg197402_LN:i:875591_RC:i:74_XO:i:0_pilon",890313,1,45,2E-013,88,84.1%,4097,4184,1,1.3%,204164,204079,-1,0%
"EarlyHisEnd Positionne","Utg197048_LN:i:502322_RC:i:54_XO:i:0_pilon",510039,2,45,2E-013,45,100%,4231,4275,1,0.7%,137522,137566,1,0%
"EarlyHisEnd Positionne","Utg197048_LN:i:502322_RC:i:54_XO:i:0_pilon",510039,2,41,3E-011,50,94%,1467,1516,1,0.7%,168746,168697,-1,0%
"EarlyHisEnd Positionne","Utg200606_LN:i:125298_RC:i:9_XO:i:0_pilon",123135,1,44,7E-013,65,89.2%,3993,4057,1,1%,107307,107243,-1,0.1%
"EarlyHisEnd Positionne","Utg197654_LN:i:681219_RC:i:65_XO:i:0_pilon",693258,1,44,7E-013,62,90.3%,4004,4065,1,0.9%,441383,441444,1,0%
"EarlyHisEnd Positionne","Utg196582_LN:i:278206_RC:i:32_XO:i:0_pilon",285559,1,44,7E-013,56,92.9%,5335,5390,1,0.8%,223215,223160,-1,0%
"EarlyHisEnd Positionne","Utg196294_LN:i:679679_RC:i:65_XO:i:0_pilon",682456,1,44,7E-013,47,97.9%,5563,5609,1,0.7%,441392,441438,1,0%
"EarlyHisEnd Positionne","Utg201272_LN:i:39692_RC:i:11_XO:i:0_pilon",40561,1,43,2E-012,43,100%,4017,4059,1,0.6%,22075,22033,-1,0.1%
"EarlyHisEnd Positionne","Utg201098_LN:i:202149_RC:i:11_XO:i:0_pilon",205178,1,43,2E-012,55,92.7%,1614,1668,1,0.8%,187862,187808,-1,0%
"EarlyHisEnd Positionne","Utg200182_LN:i:489721_RC:i:41_XO:i:0_pilon",504241,1,43,2E-012,46,97.8%,4014,4059,1,0.7%,267939,267984,1,0%
"EarlyHisEnd Positionne","Utg198836_LN:i:1048334_RC:i:90_XO:i:0_pilon",1056266,1,43,2E-012,46,97.8%,5303,5348,1,0.7%,831471,831426,-1,0%
"EarlyHisEnd Positionne","Utg198168_LN:i:199070_RC:i:27_XO:i:0_pilon",201417,1,43,2E-012,49,95.9%,4248,4296,1,0.7%,136008,136056,1,0%
"EarlyHisEnd Positionne","Utg198146_LN:i:78886_RC:i:8_XO:i:0_pilon",77732,1,43,2E-012,52,94.2%,1614,1665,1,0.8%,55877,55928,1,0.1%
"EarlyHisEnd Positionne","Utg196788_LN:i:805813_RC:i:81_XO:i:0_pilon",844238,1,43,2E-012,43,100%,3158,3200,1,0.6%,17555,17597,1,0%
"EarlyHisEnd Positionne","Utg198364_LN:i:45720_RC:i:8_XO:i:0_pilon",45383,1,42,9E-012,48,95.8%,4297,4344,1,0.7%,7181,7134,-1,0.1%
"EarlyHisEnd Positionne","Utg196936_LN:i:462336_RC:i:43_XO:i:0_pilon",471394,1,42,9E-012,45,97.8%,5299,5343,1,0.7%,307875,307919,1,0%
"EarlyHisEnd Positionne","Utg196924_LN:i:321298_RC:i:36_XO:i:0_pilon",324339,1,42,9E-012,48,95.8%,4127,4174,1,0.7%,249838,249791,-1,0%
"EarlyHisEnd Positionne","Utg196328_LN:i:87804_RC:i:18_XO:i:0_pilon",88442,1,42,9E-012,48,95.8%,4297,4344,1,0.7%,36537,36490,-1,0.1%
"EarlyHisEnd Positionne","Utg196286_LN:i:706885_RC:i:61_XO:i:0_pilon",719093,1,42,9E-012,48,95.8%,5296,5343,1,0.7%,277624,277577,-1,0%
